cve_id,stratum,asset,critical,cvss_score,cvss_severity,cvss_vector,epss,percentile,kev,gold_label,description
CVE-2022-3254,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.8658,0.9944,False,ACT,"The WordPress Classifieds Plugin WordPress plugin before 4.3 does not properly sanitise and escape some parameters before using them in a SQL statement via an AJAX action available to unauthenticated users and when a specific premium module is active, leading to a SQL injection"
CVE-2018-11231,G3_highprob_notkev,hospital patient-records server,True,8.1,HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7673,0.9897,False,ACT,"In the Divido plugin for OpenCart, there is SQL injection. Attackers can use SQL injection to get some confidential information."
CVE-2018-15139,G3_highprob_notkev,hospital patient-records server,True,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.7802,0.9903,False,ACT,Unrestricted file upload in interface/super/manage_site_files.php in versions of OpenEMR before 5.0.1.4 allows a remote authenticated attacker to execute arbitrary PHP code by uploading a file with a PHP extension via the images upload form and accessing it in the images directory.
CVE-2012-5166,G3_highprob_notkev,internet-facing production web server,True,7.8,HIGH,AV:N/AC:L/Au:N/C:N/I:N/A:C,0.4198,0.9751,False,ATTEND,"ISC BIND 9.x before 9.7.6-P4, 9.8.x before 9.8.3-P4, 9.9.x before 9.9.1-P4, and 9.4-ESV and 9.6-ESV before 9.6-ESV-R7-P4 allows remote attackers to cause a denial of service (named daemon hang) via unspecified combinations of resource records."
CVE-2014-6277,G3_highprob_notkev,hospital patient-records server,True,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.8675,0.9944,False,ACT,"GNU Bash through 4.3 bash43-026 does not properly parse function definitions in the values of environment variables, which allows remote attackers to execute arbitrary code or cause a denial of service (uninitialized memory access, and untrusted-pointer read and write operations) via a crafted environment, as demonstrated by vectors involving the ForceCommand feature in OpenSSH sshd, the mod_cgi and mod_cgid modules in the Apache HTTP Server, scripts executed by unspecified DHCP clients, and other situations in which setting the environment occurs across a privilege boundary from Bash execution. NOTE: this vulnerability exists because of an incomplete fix for CVE-2014-6271 and CVE-2014-7169."
CVE-2021-21042,G3_highprob_notkev,internet-facing production web server,True,6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:N/A:N,0.4497,0.9766,False,ATTEND,"Acrobat Reader DC versions 2020.013.20074 (and earlier), 2020.001.30018 (and earlier) and 2017.011.30188 (and earlier) are affected by an Out-of-bounds Read vulnerability that could lead to arbitrary disclosure of information in the memory stack. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file."
CVE-2000-0649,G3_highprob_notkev,hospital patient-records server,True,2.6,LOW,AV:N/AC:H/Au:N/C:P/I:N/A:N,0.6299,0.9841,False,ACT,IIS 4.0 allows remote attackers to obtain the internal IP address of the server via an HTTP 1.0 request for a web page which is protected by basic authentication and has no realm defined.
CVE-2020-35338,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.8195,0.9922,False,ACT,"The Web Administrative Interface in Mobile Viewpoint Wireless Multiplex Terminal (WMT) Playout Server 20.2.8 and earlier has a default account with a password of ""pokon."""
CVE-2005-1272,G3_highprob_notkev,isolated lab test machine,False,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.8095,0.9917,False,ATTEND,Stack-based buffer overflow in the Backup Agent for Microsoft SQL Server in BrightStor ARCserve Backup Agent for SQL Server 11.0 allows remote attackers to execute arbitrary code via a long string sent to port (1) 6070 or (2) 6050.
CVE-2024-11392,G3_highprob_notkev,isolated lab test machine,False,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.5929,0.9828,False,ATTEND,"Hugging Face Transformers MobileViTV2 Deserialization of Untrusted Data Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of Hugging Face Transformers. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the handling of configuration files. The issue results from the lack of proper validation of user-supplied data, which can result in deserialization of untrusted data. An attacker can leverage this vulnerability to execute code in the context of the current user. Was ZDI-CAN-24322."
CVE-2006-6917,G3_highprob_notkev,internal developer workstation,False,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.5124,0.9794,False,ACT,"Multiple buffer overflows in Computer Associates (CA) BrightStor ARCserve Backup R11.5 Server before SP2 allows remote attackers to execute arbitrary code in the Tape Engine (tapeeng.exe) via a crafted RPC request with (1) opnum 38, which is not properly handled in TAPEUTIL.dll 11.5.3884.0, or (2) opnum 37, which is not properly handled in TAPEENG.dll 11.5.3884.0."
CVE-2006-3918,G3_highprob_notkev,isolated lab test machine,False,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,0.9137,0.9968,False,ATTEND,"http_protocol.c in (1) IBM HTTP Server 6.0 before 6.0.2.13 and 6.1 before 6.1.0.1, and (2) Apache HTTP Server 1.3 before 1.3.35, 2.0 before 2.0.58, and 2.2 before 2.2.2, does not sanitize the Expect header from an HTTP request when it is reflected back in an error message, which might allow cross-site scripting (XSS) style attacks using web client components that can send arbitrary headers in requests, as demonstrated using a Flash SWF file."
CVE-2015-6086,G3_highprob_notkev,internal developer workstation,False,4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N,0.5785,0.9821,False,ATTEND,"Microsoft Internet Explorer 9 through 11 allows remote attackers to obtain sensitive information from process memory via a crafted web site, aka ""Internet Explorer Information Disclosure Vulnerability."""
CVE-2017-13704,G3_highprob_notkev,internet-facing production web server,True,7.5,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.7779,0.9902,False,ACT,"In dnsmasq before 2.78, if the DNS packet size does not match the expected size, the size parameter in a memset call gets a negative value. As it is an unsigned value, memset ends up writing up to 0xffffffff zero's (0xffffffffffffffff in 64 bit platforms), making dnsmasq crash."
CVE-2017-8895,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.0/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.6706,0.9857,False,ACT,"In Veritas Backup Exec 2014 before build 14.1.1187.1126, 15 before build 14.2.1180.3160, and 16 before FP1, there is a use-after-free vulnerability in multiple agents that can lead to a denial of service or remote code execution. An unauthenticated attacker can use this vulnerability to crash the agent or potentially take control of the agent process and then the system it is running on."
CVE-2023-32784,G3_highprob_notkev,isolated lab test machine,False,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,0.7648,0.9896,False,ATTEND,"In KeePass 2.x before 2.54, it is possible to recover the cleartext master password from a memory dump, even when a workspace is locked or no longer running. The memory dump can be a KeePass process dump, swap file (pagefile.sys), hibernation file (hiberfil.sys), or RAM dump of the entire system. The first character cannot be recovered. In 2.54, there is different API usage and/or random string insertion for mitigation."
CVE-2009-2335,G3_highprob_notkev,isolated lab test machine,False,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,0.8534,0.9938,False,ATTEND,"WordPress and WordPress MU before 2.8.1 exhibit different behavior for a failed login attempt depending on whether the user account exists, which allows remote attackers to enumerate valid usernames. NOTE: the vendor reportedly disputes the significance of this issue, indicating that the behavior exists for ""user convenience."""
CVE-2005-4459,G3_highprob_notkev,hospital patient-records server,True,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.6337,0.9843,False,ACT,"Heap-based buffer overflow in the NAT networking components vmnat.exe and vmnet-natd in VMWare Workstation 5.5, GSX Server 3.2, ACE 1.0.1, and Player 1.0 allows remote authenticated attackers, including guests, to execute arbitrary code via crafted (1) EPRT and (2) PORT FTP commands."
CVE-2019-19908,G3_highprob_notkev,internet-facing production web server,True,6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.4186,0.9751,False,ATTEND,"phpMyChat-Plus 1.98 is vulnerable to reflected XSS via JavaScript injection into the password reset URL. In the URL, the pmc_username parameter to pass_reset.php is vulnerable."
CVE-2011-4929,G3_highprob_notkev,hospital patient-records server,True,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.7361,0.9883,False,ACT,Unspecified vulnerability in the bazaar repository adapter in Redmine 0.9.x and 1.0.x before 1.0.5 allows remote attackers to execute arbitrary commands via unknown vectors.
CVE-2018-8353,G3_highprob_notkev,isolated lab test machine,False,7.5,HIGH,CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:H/A:H,0.8135,0.9919,False,ATTEND,"A remote code execution vulnerability exists in the way that the scripting engine handles objects in memory in Internet Explorer, aka ""Scripting Engine Memory Corruption Vulnerability."" This affects Internet Explorer 9, Internet Explorer 11, Internet Explorer 10. This CVE ID is unique from CVE-2018-8355, CVE-2018-8359, CVE-2018-8371, CVE-2018-8372, CVE-2018-8373, CVE-2018-8385, CVE-2018-8389, CVE-2018-8390."
CVE-2021-42949,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.3679,0.9724,False,ACT,"The component controlla_login function in HotelDruid Hotel Management Software v3.0.3 generates a predictable session token, allowing attackers to bypass authentication via bruteforce attacks."
CVE-2013-2473,G3_highprob_notkev,isolated lab test machine,False,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.3095,0.9684,False,ACT,"Unspecified vulnerability in the Java Runtime Environment (JRE) component in Oracle Java SE 7 Update 21 and earlier, 6 Update 45 and earlier, and 5.0 Update 45 and earlier, and OpenJDK 7, allows remote attackers to affect confidentiality, integrity, and availability via unknown vectors related to 2D. NOTE: the previous information is from the June 2013 CPU. Oracle has not commented on claims from another vendor that this issue allows remote attackers to bypass the Java sandbox via vectors related to ""Incorrect ByteBandedRaster size checks"" in 2D."
CVE-2012-0266,G3_highprob_notkev,hospital patient-records server,True,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,0.7366,0.9883,False,ACT,"Multiple stack-based buffer overflows in the NTR ActiveX control before 2.0.4.8 allow remote attackers to execute arbitrary code via (1) a long bstrUrl parameter to the StartModule method, (2) a long bstrParams parameter to the Check method, a long bstrUrl parameter to the (3) Download or (4) DownloadModule method during construction of a .ntr pathname, or a long bstrUrl parameter to the (5) Download or (6) DownloadModule method during construction of a URL."
CVE-2018-1015,G3_highprob_notkev,internal developer workstation,False,8.8,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.36,0.9719,False,ATTEND,"A remote code execution vulnerability exists when the Windows font library improperly handles specially crafted embedded fonts, aka ""Microsoft Graphics Remote Code Execution Vulnerability."" This affects Windows 7, Windows Server 2012 R2, Windows RT 8.1, Windows Server 2008, Windows Server 2012, Windows 8.1, Windows Server 2016, Windows Server 2008 R2, Windows 10, Windows 10 Servers. This CVE ID is unique from CVE-2018-1010, CVE-2018-1012, CVE-2018-1013, CVE-2018-1016."
CVE-2022-0846,G3_highprob_notkev,internet-facing production web server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.7445,0.9887,False,ACT,"The SpeakOut! Email Petitions WordPress plugin before 2.14.15.1 does not sanitise and escape the id parameter before using it in a SQL statement via the dk_speakout_sendmail AJAX action, leading to an SQL Injection exploitable by unauthenticated users"
CVE-2018-4200,G3_highprob_notkev,hospital patient-records server,True,8.8,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.4002,0.9741,False,ATTEND,"An issue was discovered in certain Apple products. iOS before 11.3.1 is affected. Safari before 11.1 is affected. iCloud before 7.5 on Windows is affected. iTunes before 12.7.5 on Windows is affected. tvOS before 11.4 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site that triggers a WebCore::jsElementScrollHeightGetter use-after-free."
CVE-2020-15901,G3_highprob_notkev,internet-facing production web server,True,8.8,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.3896,0.9736,False,ATTEND,"In Nagios XI before 5.7.3, ajaxhelper.php allows remote authenticated attackers to execute arbitrary commands via cmdsubsys."
CVE-2019-2579,G3_highprob_notkev,internal developer workstation,False,4.3,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N,0.6939,0.9867,False,ATTEND,Vulnerability in the Oracle WebCenter Sites component of Oracle Fusion Middleware (subcomponent: Advanced UI). The supported version that is affected is 12.2.1.3.0. Easily exploitable vulnerability allows low privileged attacker with network access via HTTP to compromise Oracle WebCenter Sites. Successful attacks of this vulnerability can result in unauthorized read access to a subset of Oracle WebCenter Sites accessible data. CVSS 3.0 Base Score 4.3 (Confidentiality impacts). CVSS Vector: (CVSS:3.0/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:N/A:N).
CVE-2014-5500,G4_low,isolated lab test machine,False,6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.0027,0.5029,False,TRACK,Synacor Zimbra Collaboration before 8.0.8 has XSS.
CVE-2023-51761,G2_highsev_lowprob,isolated lab test machine,False,8.3,HIGH,CVSS:3.1/AV:A/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:H,0.0004,0.1417,False,TRACK,"In Emerson Rosemount GC370XA, GC700XA, and GC1500XA products, an unauthenticated user with network access could bypass authentication and acquire admin capabilities."
CVE-2019-16125,G2_highsev_lowprob,internal developer workstation,False,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.0062,0.7054,False,TRACK,"In Jobberbase 2.0, the parameter category is not sanitized in public/page_subscribe.php, leading to /subscribe SQL injection."
CVE-2026-9386,G2_highsev_lowprob,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.0125,0.7972,False,ATTEND,A vulnerability was identified in Totolink A8000RU 7.1cu.643_b20200521. Impacted is the function setLanguageCfg of the file /cgi-bin/cstecgi.cgi of the component Web Management Interface. Such manipulation of the argument lang leads to os command injection. The attack may be performed from remote. The exploit is publicly available and might be used.
CVE-2015-4338,G4_low,internal developer workstation,False,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,0.0052,0.6713,False,TRACK,"Static code injection vulnerability in the XCloner plugin 3.1.2 for WordPress allows remote authenticated users to inject arbitrary PHP code into the language files via a Translation LM_FRONT_* field for a language, as demonstrated by language/italian.php."
CVE-2019-6243,G4_low,internal developer workstation,False,6.1,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.0024,0.4748,False,TRACK,Frog CMS 0.9.5 allows XSS via the forgot password page (aka the /admin/?/login/forgot URI).
CVE-2021-23125,G4_low,internal developer workstation,False,6.1,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.028,0.864,False,TRACK,An issue was discovered in Joomla! 3.1.0 through 3.9.23. The lack of escaping of image-related parameters in multiple com_tags views cause lead to XSS attack vectors.
CVE-2009-3180,G2_highsev_lowprob,internet-facing production web server,True,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,0.0254,0.8576,False,ATTEND,Anantasoft Gazelle CMS 1.0 allows remote attackers to conduct a password reset for other users via a modified user parameter to renew.php.
CVE-2025-5205,G2_highsev_lowprob,isolated lab test machine,False,7.3,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:L/A:L,0.002,0.4251,False,TRACK,A vulnerability classified as critical has been found in 1000 Projects Daily College Class Work Report Book 1.0. Affected is an unknown function of the file /dcwr_entry.php. The manipulation of the argument Date leads to sql injection. It is possible to launch the attack remotely. The exploit has been disclosed to the public and may be used.
CVE-2021-36083,G4_low,internet-facing production web server,True,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,0.0038,0.5981,False,TRACK,KDE KImageFormats 5.70.0 through 5.81.0 has a stack-based buffer overflow in XCFImageFormat::loadTileRLE.
CVE-2017-13022,G2_highsev_lowprob,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.006,0.7,False,ATTEND,The IP parser in tcpdump before 4.9.2 has a buffer over-read in print-ip.c:ip_printroute().
CVE-2020-15581,G4_low,hospital patient-records server,True,5.3,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,0.0009,0.2564,False,TRACK,"An issue was discovered on Samsung mobile devices with O(8.x), P(9.0), and Q(10.0) software. The kernel logging feature allows attackers to discover virtual addresses via vectors involving shared memory. The Samsung ID is SVE-2020-17605 (July 2020)."
CVE-2019-1003087,G4_low,internal developer workstation,False,6.5,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,0.0007,0.2132,False,TRACK,A missing permission check in Jenkins Chef Sinatra Plugin in the ChefBuilderConfiguration.DescriptorImpl#doTestConnection form validation method allows attackers with Overall/Read permission to initiate a connection to an attacker-specified server.
CVE-2006-6915,G4_low,hospital patient-records server,True,4.0,MEDIUM,AV:N/AC:L/Au:S/C:N/I:N/A:P,0.0107,0.781,False,TRACK,ftpd in IBM AIX 5.2.0 and 5.3.0 allows remote authenticated users to cause a denial of service (port exhaustion) via unspecified vectors. NOTE: some details were obtained from third party sources.
CVE-2019-13391,G2_highsev_lowprob,internal developer workstation,False,8.8,HIGH,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.0059,0.6965,False,TRACK,"In ImageMagick 7.0.8-50 Q16, ComplexImages in MagickCore/fourier.c has a heap-based buffer over-read because of incorrect calls to GetCacheViewVirtualPixels."
CVE-2011-3794,G4_low,isolated lab test machine,False,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,0.0028,0.5196,False,TRACK,"Pligg CMS 1.1.3 allows remote attackers to obtain sensitive information via a direct request to a .php file, which reveals the installation path in an error message, as demonstrated by widgets/statistics/init.php and certain other files."
CVE-2019-12538,G4_low,internet-facing production web server,True,6.1,MEDIUM,CVSS:3.0/AV:N/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:N,0.0169,0.8262,False,TRACK,An issue was discovered in Zoho ManageEngine ServiceDesk Plus 9.3. There is XSS via the SiteLookup.do search field.
CVE-2026-28834,G4_low,internal developer workstation,False,5.1,MEDIUM,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:N/A:H,0.0001,0.0194,False,TRACK,"A race condition was addressed with improved state handling. This issue is fixed in macOS Sequoia 15.7.5, macOS Sonoma 14.8.5, macOS Tahoe 26.4. An app may be able to cause unexpected system termination."
CVE-2006-0036,G2_highsev_lowprob,internet-facing production web server,True,7.8,HIGH,AV:N/AC:L/Au:N/C:N/I:N/A:C,0.0122,0.7945,False,ATTEND,"ip_nat_pptp in the PPTP NAT helper (netfilter/ip_nat_helper_pptp.c) in Linux kernel 2.6.14, and other versions, allows remote attackers to cause a denial of service (memory corruption or crash) via an inbound PPTP_IN_CALL_REQUEST packet that causes a null pointer to be used in an offset calculation."
CVE-2012-2102,G4_low,internet-facing production web server,True,3.5,LOW,AV:N/AC:M/Au:S/C:N/I:N/A:P,0.0047,0.6479,False,TRACK,MySQL 5.1.x before 5.1.62 and 5.5.x before 5.5.22 allows remote authenticated users to cause a denial of service (assertion failure and mysqld abort) by deleting a record and using HANDLER READ NEXT.
CVE-2002-1975,G4_low,hospital patient-records server,True,5.5,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:N,0.0008,0.2357,False,TRACK,"Sharp Zaurus PDA SL-5000D and SL-5500 uses a salt of ""A0"" to encrypt the screen-locking password as stored in the Security.conf file, which makes it easier for local users to guess the password via brute force methods."
CVE-2006-2482,G4_low,hospital patient-records server,True,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,0.0209,0.8433,False,TRACK,"Heap-based buffer overflow in the TZipTV component in (1) ZipTV for Delphi 7 2006.1.26 and for C++ Builder 2006-1.16, (2) PentaZip 8.5.1.190 and PentaSuite-PRO 8.5.1.221, and possibly other products, allows user-assisted attackers to execute arbitrary code via an ARJ archive with a long header. NOTE: the ACE archive vector is covered by CVE-2005-2856."
CVE-2012-5256,G2_highsev_lowprob,internet-facing production web server,True,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,0.0614,0.9097,False,ATTEND,"Adobe Flash Player before 10.3.183.29 and 11.x before 11.4.402.287 on Windows and Mac OS X, before 10.3.183.29 and 11.x before 11.2.202.243 on Linux, before 11.1.111.19 on Android 2.x and 3.x, and before 11.1.115.20 on Android 4.x; Adobe AIR before 3.4.0.2710; and Adobe AIR SDK before 3.4.0.2710 allow attackers to execute arbitrary code or cause a denial of service (memory corruption) via unspecified vectors, a different vulnerability than other Flash Player memory corruption CVEs listed in APSB12-22."
CVE-2024-49389,G2_highsev_lowprob,internet-facing production web server,True,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.0005,0.1646,False,ATTEND,Local privilege escalation due to insecure folder permissions. The following products are affected: Acronis Cyber Files (Windows) before build 9.0.0x24.
CVE-2020-9571,G2_highsev_lowprob,isolated lab test machine,False,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,0.0264,0.8602,False,TRACK,Adobe Illustrator versions 24.0.2 and earlier have a memory corruption vulnerability. Successful exploitation could lead to arbitrary code execution.
CVE-2024-37917,G2_highsev_lowprob,internet-facing production web server,True,7.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,0.0204,0.8419,False,ATTEND,Pexip Infinity before 35.0 has improper input validation that allows remote attackers to trigger a denial of service (software abort) via a crafted signalling message.
CVE-2024-57798,G2_highsev_lowprob,internal developer workstation,False,7.8,HIGH,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H,0.0002,0.0652,False,TRACK,"In the Linux kernel, the following vulnerability has been resolved: drm/dp_mst: Ensure mst_primary pointer is valid in drm_dp_mst_handle_up_req() While receiving an MST up request message from one thread in drm_dp_mst_handle_up_req(), the MST topology could be removed from another thread via drm_dp_mst_topology_mgr_set_mst(false), freeing mst_primary and setting drm_dp_mst_topology_mgr::mst_primary to NULL. This could lead to a NULL deref/use-after-free of mst_primary in drm_dp_mst_handle_up_req(). Avoid the above by holding a reference for mst_primary in drm_dp_mst_handle_up_req() while it's used. v2: Fix kfreeing the request if getting an mst_primary reference fails."
CVE-2020-26100,G2_highsev_lowprob,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.013,0.8013,False,ATTEND,chsh in cPanel before 88.0.3 allows a Jailshell escape (SEC-497).
CVE-2025-5819,G4_low,internet-facing production web server,True,5.0,MEDIUM,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:N/I:L/A:N,0.0003,0.0755,False,TRACK,"An issue has been discovered in GitLab CE/EE affecting all versions from 15.7 before 18.0.6, 18.1 before 18.1.4, and 18.2 before 18.2.2 that could have allowed authenticated users with developer access to obtain ID tokens for protected branches under certain circumstances."
CVE-2006-0508,G4_low,internet-facing production web server,True,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,0.0036,0.5828,False,TRACK,"Easy CMS stores the images directory under the web document root with insufficient access control and browsing enabled, which allows remote attackers to list and possibly read images that are stored in that directory."
CVE-2026-31922,G2_highsev_lowprob,isolated lab test machine,False,8.5,HIGH,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:N/A:L,0.0004,0.1396,False,TRACK,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ays Pro Fox LMS fox-lms allows Blind SQL Injection.This issue affects Fox LMS: from n/a through <= 1.0.6.3.
CVE-2009-0681,G2_highsev_lowprob,internal developer workstation,False,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,0.0005,0.1553,False,TRACK,"PGP Desktop before 9.10 allows local users to (1) cause a denial of service (crash) via a crafted IOCTL request to pgpdisk.sys, and (2) cause a denial of service (crash) and execute arbitrary code via a crafted IRP in an IOCTL request to pgpwded.sys."
CVE-2024-1249,G2_highsev_lowprob,isolated lab test machine,False,7.4,HIGH,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:N/I:N/A:H,0.0023,0.4605,False,TRACK,"A flaw was found in Keycloak's OIDC component in the ""checkLoginIframe,"" which allows unvalidated cross-origin messages. This flaw allows attackers to coordinate and send millions of requests in seconds using simple code, significantly impacting the application's availability without proper origin validation for incoming messages."
CVE-2009-4052,G4_low,isolated lab test machine,False,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,0.0042,0.6226,False,TRACK,Multiple cross-site scripting (XSS) vulnerabilities in the JSF Widget Library Runtime in IBM Rational Application Developer for WebSphere Software before 7.0.0.10 and Rational Software Architect before 7.0.0.10 allow remote attackers to inject arbitrary web script or HTML via vectors involving (1) the JSF Tree Control and (2) the JavaScript Resource Servlet.
CVE-2019-4225,G4_low,internal developer workstation,False,4.4,MEDIUM,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:N/A:N,0.0004,0.1262,False,TRACK,IBM PureApplication System 2.2.3.0 through 2.2.5.3 stores potentially sensitive information in log files that could be read by a local user. IBM X-Force ID: 159242.
CVE-2026-40498,G2_highsev_lowprob,hospital patient-records server,True,9.8,CRITICAL,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,0.0017,0.3768,False,ATTEND,"FreeScout is a free self-hosted help desk and shared mailbox. Prior to version 1.8.213, an unauthenticated attacker can access diagnostic and system tools that should be restricted to administrators. The /system/cron endpoint relies on a static MD5 hash derived from the APP_KEY, which is exposed in the response and logs. Accessing these endpoints reveals sensitive server information (Full Path Disclosure), process IDs, and allows for Resource Exhaustion (DoS) by triggering heavy background tasks repeatedly without any rate limiting. The cron hash is generated using md5(APP_KEY . 'web_cron_hash'). Since this hash is often transmitted via GET requests, it is susceptible to exposure in server logs, browser history, and proxy logs. Furthermore, the lack of rate limiting on these endpoints allows for automated resource exhaustion (DoS) and brute-force attempts. Version 1.8.213 fixes the issue."
CVE-2013-6170,G4_low,isolated lab test machine,False,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:N/A:P,0.0069,0.7213,False,TRACK,"Juniper Junos 10.0 before 10.0S28, 10.4 before 10.4R7, 11.1 before 11.1R5, 11.2 before 11.2R2, and 11.4 before 11.4R1, when in a Next-Generation Multicast VPN (NGEN MVPN) environment, allows remote attackers to cause a denial of service (RPD routing daemon crash) via a large number of crafted PIM (S,G) join requests."
